,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
6643,717,2,0,34,1,0.0,2,1,0,119313.74
8711,516,2,0,65,9,102541.1,1,1,0,181490.42
2062,703,1,0,29,3,122084.63,1,0,1,82824.08
3932,680,0,1,23,5,140007.19,1,0,1,31714.08
8230,758,1,1,32,4,162657.64,2,1,1,115525.13
2652,601,0,0,38,0,0.0,2,1,0,165196.65
8376,601,0,1,39,3,72647.64,1,1,0,41777.9
1521,507,2,0,29,6,0.0,2,0,1,94780.9
2383,697,0,1,42,9,132739.26,2,0,0,174667.65
1820,604,2,1,23,9,124577.33,1,1,1,7267.25
2333,484,2,1,36,8,0.0,2,1,0,186136.48
6694,651,1,1,37,9,114453.58,1,0,1,175820.91
3852,746,0,1,36,9,127157.04,1,1,1,155700.15
86,750,2,1,22,3,121681.82,1,1,0,128643.35
8161,588,0,1,31,4,99607.37,2,0,1,35877.03
1223,699,2,1,47,1,0.0,2,0,1,30117.44
5552,627,0,1,41,3,0.0,2,1,0,132719.8
994,838,2,1,43,9,123105.88,2,1,0,145765.83
2689,414,0,1,38,8,0.0,1,0,1,77661.12
6300,614,0,0,41,3,123475.04,1,1,1,179227.52
7811,611,0,1,30,2,104145.65,1,0,0,159629.64
5983,619,1,0,28,6,99152.73,2,1,0,48475.12
5730,539,0,0,29,4,0.0,2,1,1,100919.19
8435,638,0,0,43,3,145860.98,1,1,1,142763.51
5592,576,2,1,19,6,0.0,2,0,0,72306.07
7516,644,0,1,40,8,93183.19,1,1,0,73882.49
3370,698,2,0,47,6,0.0,1,1,0,50213.81
4688,690,0,1,33,5,0.0,2,1,0,138017.68
4014,641,1,0,51,2,117306.69,4,1,1,26912.72
3586,826,0,1,55,4,115285.85,1,1,0,140126.17
1267,837,1,1,38,2,126732.85,1,1,1,79577.38
8443,619,1,1,23,5,132725.1,1,1,1,143913.33
9068,750,0,0,38,1,0.0,2,1,0,47764.99
5498,563,0,1,35,3,106250.72,1,0,0,39546.32
3092,666,0,0,31,2,79589.43,1,0,0,4050.57
269,791,1,0,35,7,52436.2,1,1,0,161051.75
2036,782,2,1,34,6,147422.44,1,0,1,42143.61
3332,735,0,1,31,3,119558.35,1,0,0,72927.68
3493,632,2,1,47,3,0.0,2,1,0,178822.32
7926,567,2,0,54,5,92316.31,2,1,0,158590.66
2679,520,2,0,35,4,115680.81,1,1,1,90280.7
5867,627,1,1,62,3,143426.34,2,1,1,143104.3
458,514,1,1,43,1,95556.31,1,0,1,199273.98
746,844,0,1,18,2,160980.03,1,0,0,145936.28
4704,588,0,0,35,0,0.0,2,1,1,155485.24
517,779,1,1,37,7,120092.52,2,1,0,135925.72
2601,622,2,0,41,9,0.0,2,1,1,155786.39
6635,666,0,0,59,5,0.0,2,1,1,185123.09
9418,639,2,0,27,2,0.0,1,1,1,82938.99
5388,574,1,1,54,1,99774.5,1,0,0,4896.11
6434,628,0,0,45,8,0.0,2,1,0,193903.06
1923,717,0,1,36,2,148061.89,1,1,0,179128.69
2068,658,2,0,31,2,36566.96,1,1,0,103644.98
4677,706,1,0,48,10,104478.12,3,0,1,158248.71
3966,815,0,1,35,4,0.0,2,0,1,198490.33
4775,526,2,1,35,5,0.0,2,1,1,105618.14
1464,637,2,0,40,6,0.0,2,1,1,181610.6
8057,816,1,0,34,2,108410.87,2,1,0,102908.91
1366,645,2,0,37,7,0.0,2,1,0,13589.93
4975,743,0,1,39,6,0.0,2,1,0,44265.28
8106,590,2,0,51,10,84474.62,2,1,1,190937.09
4078,656,2,1,47,1,0.0,2,1,1,197961.93
2545,686,0,0,43,0,0.0,1,1,1,170072.9
1239,569,0,1,28,7,0.0,2,1,0,73977.23
1958,645,0,1,42,6,0.0,1,0,0,149807.01
1292,794,0,0,41,7,0.0,2,1,1,74275.08
2248,539,2,0,37,1,130922.81,2,0,0,2186.83
6336,536,1,0,35,4,121520.36,1,0,0,77178.42
6110,593,0,1,31,9,0.0,2,0,1,20492.16
6474,695,0,1,37,2,0.0,2,1,1,99692.65
1318,598,0,0,43,5,0.0,3,1,1,100722.72
7182,692,1,1,49,6,110540.43,2,0,1,107472.99
9302,744,0,1,36,10,0.0,2,1,1,182867.84
1942,684,0,1,45,6,148071.39,1,1,0,183575.01
2396,600,0,0,27,3,0.0,2,0,1,125698.97
2266,617,1,0,37,4,116471.43,2,1,0,175324.74
2841,801,0,1,38,5,0.0,2,1,0,66256.27
6417,790,2,1,37,6,0.0,2,1,1,119484.01
3055,812,0,1,44,4,115049.15,2,1,0,165038.41
1364,850,1,1,39,3,124548.99,2,1,1,120380.12
7539,755,0,1,42,2,119919.12,1,1,0,156868.21
3268,690,0,1,54,5,0.0,1,1,0,12847.61
7173,744,2,0,30,1,124037.28,1,1,1,142210.94
8633,767,0,0,35,2,0.0,2,0,0,144251.38
7234,512,2,0,35,5,124580.69,1,1,1,18785.48
5633,821,0,1,28,2,0.0,2,1,0,46072.52
4701,652,0,1,27,10,107303.72,2,0,0,44435.76
17,549,2,0,24,9,0.0,2,1,1,14406.41
8209,706,1,1,32,5,88348.43,2,1,1,104181.78
4877,737,0,1,44,7,0.0,2,0,0,57898.58
3272,728,0,0,59,4,0.0,1,1,1,163365.85
6583,727,1,1,21,8,153344.72,1,1,1,163295.87
8740,687,2,0,29,7,93617.07,1,0,1,113050.92
7278,642,0,0,33,4,84607.34,2,0,1,60059.47
4665,786,0,1,35,3,0.0,2,1,0,92712.97
8689,542,0,1,67,10,129431.36,1,0,1,21343.74
5486,771,2,0,41,5,0.0,2,0,1,92914.67
93,769,0,1,29,8,0.0,2,1,1,172290.61
4269,748,0,1,44,4,112610.77,1,0,1,2048.55
4653,489,0,0,51,3,0.0,2,0,1,174098.28
8113,421,2,1,34,6,90723.36,1,1,1,12162.76
400,605,0,1,52,1,63349.75,1,1,0,108887.44
4442,676,0,1,38,1,0.0,2,0,1,35644.79
4282,487,0,0,53,10,89550.85,1,0,1,90076.85
5209,702,2,0,38,2,0.0,1,1,1,161888.63
3630,656,0,1,46,9,143267.14,2,0,0,193099.43
4866,522,1,0,37,3,95022.57,1,1,1,129107.59
1355,734,2,1,39,6,0.0,1,1,1,95135.27
8685,772,0,1,43,6,0.0,2,1,1,57675.88
1407,721,0,1,69,2,108424.19,1,1,1,178418.35
591,700,0,1,38,8,134811.3,1,1,0,1299.75
3000,532,0,0,40,5,0.0,2,0,1,177099.71
8558,574,0,0,39,5,119013.86,1,1,0,103421.91
5900,583,0,0,27,4,0.0,3,1,0,163113.41
1238,746,0,1,24,3,137492.35,2,0,1,170142.09
7987,812,0,1,32,5,133050.97,2,1,0,89385.92
8618,656,2,0,41,6,101179.23,2,1,1,35230.61
2565,705,0,0,50,4,77065.9,2,0,1,145159.26
1531,600,0,0,28,6,0.0,2,0,1,52193.23
3430,625,0,1,37,1,177069.24,2,1,1,96088.54
5675,766,0,0,26,3,104258.8,1,1,1,428.23
3623,695,1,1,27,6,125552.96,1,1,0,105291.26
5982,655,1,1,37,9,121342.24,1,1,1,180241.44
3934,581,2,0,46,1,0.0,2,1,0,104272.04
3787,638,1,1,27,4,135096.05,1,1,1,186523.72
3834,734,2,0,39,6,92126.26,2,0,0,112973.34
8139,792,0,1,30,1,127187.86,1,1,1,113553.42
1545,602,1,0,42,6,158414.85,1,1,1,131886.46
4504,761,2,1,37,7,132730.17,1,1,0,199293.01
1110,713,0,0,52,0,185891.54,1,1,1,46369.57
937,850,1,0,44,5,128605.32,1,0,1,171096.2
1976,598,2,0,38,6,0.0,2,0,0,173783.38
6277,604,2,0,34,3,0.0,2,1,0,38587.7
1002,725,1,1,39,1,50880.98,2,1,1,184023.54
9589,632,0,1,71,3,83116.68,1,1,1,27597.76
7605,718,2,1,39,6,0.0,2,0,1,63889.1
9381,765,2,1,45,2,91549.78,1,1,1,47139.44
4445,739,0,1,29,1,0.0,2,1,1,164484.78
2748,401,1,1,48,8,128140.17,1,1,0,175753.55
3386,766,2,1,41,6,99208.46,2,1,0,62402.38
8038,613,1,0,50,5,101242.98,2,1,0,12493.61
7215,548,1,1,32,2,98986.28,1,1,1,55867.38
1909,670,2,0,32,3,0.0,2,1,0,46175.7
8452,744,2,0,46,1,0.0,3,1,1,177431.59
7370,655,0,1,37,4,0.0,2,1,1,142415.97
6550,637,1,0,39,3,109698.41,1,1,1,88391.29
6729,454,1,0,50,10,92895.56,1,1,0,154344.0
7416,583,0,1,36,8,0.0,2,0,1,5571.59
3159,834,0,1,23,4,131254.81,1,1,0,20199.3
1111,833,1,1,59,1,130854.59,1,1,1,30722.52
8212,603,0,1,32,7,0.0,1,1,0,198055.94
8293,766,1,0,28,4,90696.78,1,0,1,21597.2
8747,579,0,0,29,10,73194.52,2,1,1,129209.09
4311,727,2,0,52,1,154733.97,1,1,0,80259.67
2371,730,0,0,22,9,65763.57,1,1,1,145792.01
9569,710,2,0,30,10,0.0,2,1,0,19500.1
3822,850,0,0,39,0,104386.53,1,1,0,105886.77
7861,607,2,1,28,1,135936.1,2,1,1,110560.14
6718,444,0,1,34,2,144318.97,1,1,0,112668.06
5513,708,0,0,33,8,0.0,2,0,1,15246.83
47,637,1,0,39,9,137843.8,1,1,1,117622.8
6884,639,0,1,35,8,0.0,2,1,0,170483.9
1147,593,1,0,29,5,101713.84,3,1,0,134594.99
3124,760,0,1,39,6,178585.46,1,1,0,67131.3
7,376,1,0,29,4,115046.74,4,1,0,119346.88
3322,634,0,0,41,8,68213.99,1,1,1,6382.46
9637,790,0,0,31,2,151290.16,1,1,1,172437.12
9821,652,2,1,28,8,156823.7,2,1,0,198251.52
8474,721,2,0,33,4,72535.45,1,1,1,103931.49
46,829,1,0,27,9,112045.67,1,1,1,119708.21
699,742,1,1,33,0,181656.51,1,1,1,107667.91
3166,555,1,1,62,4,119817.33,1,0,1,43507.1
9753,656,1,1,68,7,153545.11,1,1,1,186574.68
6524,651,1,0,35,1,163700.78,3,1,1,29583.48
1449,594,1,0,26,6,135067.52,2,0,0,131211.86
2771,714,1,1,28,7,77776.39,1,1,0,177737.07
482,798,0,1,37,8,0.0,3,0,0,110783.28
801,671,1,0,44,0,84745.03,2,0,1,34673.98
4189,598,0,0,32,4,111156.52,1,1,1,167376.26
5406,516,0,0,47,6,109387.33,1,0,0,121365.45
1698,485,1,1,51,7,144244.59,2,1,0,51113.14
1692,602,0,1,23,7,113758.48,2,0,0,84077.6
5101,622,2,0,58,2,0.0,2,1,1,33277.31
4690,497,1,1,24,6,111769.14,2,1,0,55859.27
8983,723,1,1,37,3,94661.53,2,1,0,121239.65
5752,752,2,0,36,3,0.0,2,1,1,48505.1
8352,587,1,0,49,7,155393.98,2,1,0,13308.2
3116,753,0,0,39,7,155062.8,1,1,1,16460.77
8479,632,0,1,50,2,0.0,2,0,0,57942.88
193,601,0,1,32,8,93012.89,1,1,0,86957.42
1048,812,1,1,25,5,54817.55,1,1,0,131660.31
9172,742,0,1,39,8,140004.96,1,1,1,92985.78
3674,658,0,0,32,9,0.0,2,1,0,156774.75
9248,629,2,1,34,6,0.0,2,1,0,190347.72
5137,698,0,0,51,6,144237.91,4,1,0,157143.61
2798,579,1,1,28,6,150329.15,1,1,0,145558.42
1153,755,1,0,45,7,135643.0,1,0,0,143619.52
7895,668,2,1,43,10,113034.31,1,1,1,100423.88
6997,611,0,1,68,5,82547.11,2,1,1,146448.01
5483,568,2,1,28,1,127289.28,1,0,0,45611.51
655,498,1,1,25,8,121702.73,1,1,1,132210.49
4060,640,0,0,29,4,0.0,2,1,0,44904.26
1325,613,0,0,46,8,167795.6,1,0,1,44390.38
4302,544,1,1,44,2,108895.93,1,0,0,69228.2
76,664,0,1,55,8,0.0,2,1,1,139161.64
5321,732,0,1,25,0,110942.9,1,0,0,172576.56
2858,607,0,1,25,3,0.0,2,0,0,187048.72
6657,660,2,1,33,4,0.0,1,1,0,29664.45
9581,850,0,0,28,9,0.0,2,1,1,164864.67
1745,529,0,1,30,2,116295.29,1,1,0,75285.47
3844,681,0,1,38,6,153722.47,1,1,0,101319.76
1897,673,2,0,37,0,0.0,2,0,0,82351.06
1321,724,0,1,40,6,0.0,2,0,0,106149.48
3613,664,1,1,25,6,172812.72,2,1,1,108008.65
6265,850,0,1,37,6,0.0,2,1,0,109291.22
4363,634,2,0,35,10,0.0,1,1,0,82634.41
7493,610,2,0,37,10,140363.95,2,1,1,129563.86
2873,667,1,0,36,1,114391.62,1,1,1,53412.54
1799,850,2,0,39,10,0.0,2,1,1,143030.09
971,723,0,1,25,3,0.0,2,1,1,134509.47
1291,734,2,0,37,2,130404.92,1,0,0,34548.74
3039,829,2,0,26,8,101440.36,2,1,1,19324.5
304,553,0,1,33,4,118082.89,1,0,0,94440.45
9604,770,0,1,31,3,155047.56,2,1,1,186064.34
9193,597,0,0,26,8,149989.39,1,1,0,42330.58
8806,681,1,1,38,6,181804.34,2,1,1,57517.71
9464,740,0,1,39,9,0.0,2,1,0,19047.23
9873,724,1,0,33,9,119278.44,1,1,1,197148.24
5454,704,0,1,39,5,0.0,1,1,0,6416.92
3757,593,2,0,45,6,79259.75,1,1,0,55347.28
8246,663,0,1,24,7,0.0,2,1,1,166310.82
916,475,0,1,39,6,0.0,1,1,1,56999.9
2555,755,0,1,38,9,148912.44,1,1,0,80416.16
3706,629,2,0,44,6,125512.98,2,0,0,79082.76
9114,541,0,1,36,5,0.0,2,1,0,124795.84
569,761,0,1,31,7,0.0,3,1,1,166698.18
8800,691,0,1,37,9,149405.18,1,1,1,146411.6
2895,621,1,1,47,7,107363.29,1,1,1,66799.28
4578,691,0,1,38,1,0.0,2,0,0,44653.5
9542,644,2,1,37,9,0.0,2,1,1,96442.86
7590,619,1,0,42,8,132796.04,3,1,1,191821.35
7318,632,2,0,32,1,0.0,2,1,0,19525.65
2751,704,0,1,42,8,129735.3,2,1,1,179565.57
1254,628,0,0,46,1,46870.43,4,1,0,31272.14
3287,693,0,1,37,1,0.0,2,1,1,82867.55
1478,649,0,0,45,5,92786.66,1,1,0,173365.9
4991,493,0,0,33,8,90791.69,1,1,1,59659.53
1178,552,0,1,49,4,0.0,1,1,1,190296.76
8089,692,1,1,24,2,120596.93,1,0,1,180490.53
321,680,0,0,30,8,141441.75,1,1,1,16278.97
4636,619,1,0,31,2,56116.3,2,0,0,2181.94
3618,489,1,0,46,8,92060.06,1,1,0,147222.95
4670,637,1,1,41,2,138014.4,2,1,0,140298.24
7293,709,0,0,34,2,111669.68,1,1,0,57029.66
5474,651,0,0,34,9,0.0,2,1,0,138113.71
9115,612,1,0,36,2,130700.92,2,0,0,77592.8
8407,726,0,1,28,2,0.0,1,0,0,98060.51
2807,705,0,1,33,3,144427.96,2,1,0,113845.19
6700,787,2,1,39,10,108935.39,1,1,1,101168.3
132,687,0,1,38,9,122570.87,1,1,1,35608.88
6989,700,0,0,36,4,0.0,2,1,0,130789.15
9324,780,1,1,71,9,142550.25,2,1,1,122506.78
9024,640,0,0,47,6,89799.46,2,0,1,13783.77
528,572,1,0,48,3,152827.99,1,1,0,38411.79
3807,470,0,1,30,3,101140.76,1,1,1,50906.65
2422,746,0,0,29,4,105599.67,1,1,1,43106.17
6696,567,0,0,48,3,0.0,1,1,0,55362.45
7008,635,1,0,65,5,117325.54,1,1,0,155799.86
7555,731,2,1,41,3,0.0,2,1,0,101371.72
4862,645,2,0,55,1,133676.65,1,0,1,17095.49
1518,710,2,0,36,8,0.0,2,0,0,83206.19
359,520,0,1,58,3,0.0,2,0,1,32790.02
7461,596,2,1,32,4,0.0,2,0,1,146504.35
3015,674,1,1,43,8,85957.88,2,1,0,8757.39
5593,617,2,1,50,7,0.0,1,1,0,184839.7
3083,466,0,1,40,4,91592.06,1,1,0,141210.18
4368,648,1,1,33,5,138664.24,1,1,0,29076.27
258,693,0,0,30,6,127992.25,1,1,1,50457.2
2702,622,0,0,30,4,107879.04,1,0,1,196894.62
5519,678,0,1,43,1,133237.21,1,1,0,111032.79
6960,673,0,1,39,7,82255.51,2,1,0,109545.56
5506,590,2,1,34,0,65812.35,2,0,1,160346.3
3481,729,2,0,34,9,53299.96,2,1,1,42855.97
2428,524,0,1,40,2,180516.9,1,1,0,180002.42
2313,597,1,0,40,9,106756.01,2,1,0,151167.94
9947,615,0,1,34,1,83503.11,2,1,1,73124.53
8275,610,2,0,46,5,116886.59,1,0,0,107973.44
2733,571,0,1,32,5,131354.25,1,1,0,125256.53
2287,556,0,1,26,4,0.0,1,1,0,195167.38
8569,622,2,1,36,9,0.0,2,1,1,104852.6
9780,816,1,0,40,9,109003.26,1,1,1,79580.56
751,758,1,0,47,9,95523.16,1,1,0,73294.48
9069,619,2,0,32,4,175406.13,2,1,1,172792.43
3334,671,0,1,27,5,0.0,2,0,0,120893.07
9798,600,1,1,30,2,119755.0,1,1,1,21852.91
3229,584,0,0,66,5,0.0,1,1,0,49553.38
3701,603,0,1,46,2,0.0,2,1,1,59563.49
6062,718,2,1,32,8,0.0,2,1,1,41399.33
5128,508,0,0,38,3,166328.65,2,0,1,22614.19
4264,667,1,0,56,8,137464.04,1,1,0,130846.79
2789,705,2,1,44,0,184552.12,1,1,0,68860.3
1241,519,0,0,21,1,146329.57,2,1,1,194867.27
4116,571,2,0,31,3,0.0,2,1,1,194667.92
6811,779,0,0,42,5,0.0,2,0,0,25951.91
7914,687,0,1,35,9,0.0,2,0,1,73133.82
6382,797,0,1,24,5,0.0,2,1,0,182257.61
7847,643,2,0,20,0,133313.34,1,1,1,3965.69
4841,587,1,0,44,5,125584.17,2,1,1,41852.24
9668,720,2,1,34,3,0.0,2,1,1,77047.78
3480,588,1,0,30,0,110148.49,1,1,0,5790.9
5686,644,2,0,46,6,12459.19,1,0,0,156787.34
425,648,0,1,26,9,162923.85,1,1,0,98368.24
6055,479,1,0,23,9,123575.51,1,0,1,95148.28
2726,829,1,0,37,3,103457.76,1,0,0,1114.12
7319,474,1,0,37,5,142688.57,2,1,1,110953.33
1800,713,0,0,59,3,0.0,2,1,1,62700.08
7281,629,0,1,59,9,113657.83,1,1,1,116848.79
9104,656,2,0,34,6,59877.33,1,1,0,14032.62
66,581,1,0,34,1,101633.04,1,1,0,110431.51
9932,677,2,1,18,8,134796.87,2,1,1,114858.9
7802,773,2,1,63,9,111179.83,1,1,1,93091.02
8180,744,0,1,42,1,112419.92,1,1,1,83022.92
165,660,1,1,31,9,125189.75,2,1,1,139874.43
5808,684,0,1,60,2,116563.58,1,1,0,120257.7
5118,721,0,1,40,3,0.0,1,1,1,144874.67
6790,487,2,0,40,6,136093.74,1,0,1,193408.43
3426,581,2,1,49,10,0.0,2,0,0,41623.59
6929,628,1,1,39,1,115341.19,1,1,1,107674.3
9331,605,1,1,19,8,166133.28,1,1,1,107994.99
4203,791,0,0,52,7,0.0,1,1,1,122782.5
3835,718,1,0,39,7,93148.74,2,1,1,190746.38
3880,677,0,0,72,8,0.0,2,1,1,153604.44
9669,674,0,1,37,3,0.0,1,1,0,158049.9
3252,641,0,1,31,10,155978.17,1,1,0,91510.71
342,545,2,0,47,5,0.0,2,1,1,38970.14
8757,678,1,0,44,2,98009.13,2,0,1,31384.86
9292,461,1,0,74,1,186445.31,2,1,1,196767.83
5549,779,2,1,33,3,0.0,2,1,0,30804.68
9113,521,1,0,29,2,87212.8,1,1,1,994.86
8148,780,2,1,47,7,86006.21,1,1,1,37973.13
5291,659,0,0,32,2,155584.21,1,0,1,153662.88
4192,632,0,1,60,2,0.0,2,0,1,2085.32
6167,657,2,1,75,7,126273.95,1,0,1,91673.6
5692,573,0,0,30,6,0.0,2,1,0,66190.21
4812,672,0,1,31,6,91125.75,1,1,0,177295.92
2700,564,0,1,31,4,0.0,2,1,0,53520.03
1879,579,0,1,31,9,0.0,1,0,1,139048.0
6187,704,0,1,36,3,114370.41,1,0,1,66810.48
1752,744,1,0,41,2,84113.41,1,1,0,197548.63
9086,647,2,0,29,2,0.0,2,1,0,179032.68
767,720,1,1,60,9,115920.62,2,0,0,157552.08
2912,699,1,1,32,1,123906.22,3,1,1,127443.82
2653,730,2,1,26,3,0.0,1,1,0,34542.41
3788,660,1,1,28,2,170890.05,2,1,0,41758.9
6755,812,2,1,38,3,127117.8,2,1,1,174822.74
8300,733,1,1,48,7,85915.52,1,1,1,23860.5
9341,654,0,1,29,7,0.0,2,1,1,149184.15
1059,850,0,1,38,7,80293.98,1,0,0,126555.74
2639,712,1,0,40,3,109308.79,2,1,0,120158.72
3918,850,0,1,29,1,0.0,2,0,0,152996.89
727,711,0,0,25,7,0.0,3,1,1,9679.28
2888,795,1,1,37,2,139265.63,2,1,1,198745.94
7142,612,2,0,63,2,131629.17,2,1,0,122109.58
450,494,1,0,38,7,174937.64,1,1,0,40084.32
5734,768,0,1,54,8,69712.74,1,1,1,69381.05
9540,727,1,1,46,3,115248.11,4,1,0,130752.01
7423,699,1,1,36,2,123601.56,2,1,0,103557.85
2419,580,2,0,57,0,136820.99,1,0,1,108528.74
9571,739,2,0,41,8,0.0,1,1,0,191694.77
2107,646,2,0,42,3,99836.47,1,0,1,22909.56
4441,624,0,0,38,3,0.0,2,1,1,163666.85
622,535,1,0,53,5,141616.55,2,1,1,75888.65
6308,565,1,1,52,5,97720.35,2,1,0,175070.94
5300,640,0,0,33,6,84719.13,2,1,1,113048.79
2511,679,1,0,34,7,121063.85,1,1,0,56984.58
8661,773,1,0,36,4,105858.71,1,0,1,4395.45
1765,766,1,1,43,6,112088.04,2,1,1,36706.56
4167,850,2,1,34,8,199229.14,1,0,0,68106.29
8907,786,0,1,34,3,137361.96,1,0,0,183682.09
5375,686,2,1,38,7,111484.88,1,1,1,76076.2
6162,748,0,1,34,5,84009.47,1,1,1,137001.1
5975,614,0,1,44,6,0.0,2,0,1,104930.46
5082,724,2,0,41,4,142880.28,3,0,0,185541.2
1916,543,1,1,48,1,100900.5,1,0,0,33310.72
2307,610,1,1,57,6,106938.11,2,0,1,186612.47
6497,669,0,1,50,9,201009.64,1,1,0,158032.5
3446,649,0,1,37,9,87374.88,2,1,1,247.36
367,460,1,0,35,8,102742.91,2,1,1,189339.6
4268,753,0,1,46,8,0.0,3,1,0,90747.94
6288,689,0,1,40,8,160272.27,1,1,0,49656.24
2480,638,1,1,37,2,89728.86,2,1,1,37294.88
4616,778,0,1,37,3,141803.77,1,0,1,179421.84
6874,798,0,1,28,3,0.0,2,1,0,2305.27
5412,779,0,0,48,2,115290.27,1,0,0,98912.69
8863,687,2,1,38,8,69434.4,2,1,1,66580.13
4219,543,1,0,25,1,146566.01,1,0,1,161407.48
7549,705,1,0,44,10,106731.58,1,1,0,137419.87
6002,701,0,0,41,2,0.0,1,1,0,47856.78
5250,462,1,0,24,9,69881.09,2,0,1,64421.02
4093,764,2,0,48,1,75990.97,1,1,0,158323.81
6744,777,0,0,30,4,0.0,2,0,1,115611.97
9830,593,0,1,32,6,99162.29,1,1,0,128384.11
6353,598,0,1,35,8,114212.6,1,1,1,74322.85
5852,544,2,1,22,3,66483.32,1,0,1,110317.39
9997,709,0,0,36,7,0.0,1,0,1,42085.58
4984,553,0,0,31,4,0.0,2,1,1,89087.4
8678,518,0,0,28,9,85146.36,1,0,0,2803.89
966,563,0,0,34,6,139810.34,1,1,1,152417.79
6985,825,0,1,32,9,0.0,2,0,0,9751.03
9117,703,0,0,32,6,0.0,2,0,0,33606.52
9644,452,0,0,35,8,0.0,2,1,1,149614.81
9980,741,2,1,35,6,74371.49,1,0,0,99595.67
1544,520,2,1,43,7,0.0,2,1,1,36202.74
3478,537,0,1,28,3,157842.07,1,1,0,86911.49
8717,443,0,1,44,2,0.0,1,1,0,159165.7
5669,648,1,1,33,7,135310.41,2,0,1,171668.2
3040,716,0,1,38,4,0.0,2,1,0,189678.7
4383,645,0,1,42,4,98298.18,1,1,1,676.06
1928,484,1,1,54,3,134388.11,1,0,0,49954.79
7218,757,0,1,36,7,144852.06,1,0,0,130861.95
5892,588,1,1,35,3,104356.38,1,1,0,94498.82
8394,692,0,1,69,10,154953.94,1,1,1,70849.47
9065,556,0,0,30,7,0.0,2,1,1,186648.19
1191,639,1,1,27,3,150795.81,1,0,1,85208.93
2730,670,2,1,30,3,133446.34,1,0,0,3154.95
5978,586,2,1,41,3,63873.56,1,1,0,83753.64
636,660,2,0,33,1,0.0,2,0,0,117834.91
4643,597,0,0,60,0,131778.08,1,0,0,10703.53
2224,631,2,1,55,9,99685.06,1,1,0,114474.98
9525,618,0,0,46,6,150213.71,1,1,0,120668.46
1904,625,2,0,69,1,107569.96,1,1,1,182336.45
6140,488,0,0,31,8,97588.6,1,0,0,124210.53
8970,758,2,1,61,2,0.0,2,1,1,43982.41
907,516,0,0,46,1,104947.72,1,1,0,115789.25
8419,677,1,0,26,6,98723.67,1,0,1,151146.67
3069,666,0,1,43,7,137780.74,2,1,1,119100.05
3291,693,0,0,28,8,0.0,2,1,1,158545.25
8946,623,0,1,28,7,0.0,1,0,0,129526.57
2235,648,2,0,56,6,157559.59,2,1,0,140991.23
2933,588,2,1,46,8,0.0,1,1,0,61931.21
2456,607,2,0,25,4,121166.89,1,0,1,115288.24
4155,587,2,1,41,8,85109.21,1,1,0,1557.82
2264,582,0,0,29,0,0.0,1,1,1,84012.81
6742,678,0,0,26,1,0.0,2,1,0,45443.68
1534,573,1,0,47,4,152522.47,1,0,1,164038.07
9349,801,0,1,43,4,158713.08,2,0,0,98586.14
1855,785,0,0,47,9,122031.55,1,1,1,33823.5
7445,516,0,0,45,4,0.0,1,1,0,95273.73
2586,691,0,1,50,6,136953.47,1,1,1,2704.98
6048,707,0,0,36,6,0.0,1,0,0,98810.78
5819,546,0,1,29,5,0.0,1,1,1,94823.95
7373,663,1,1,37,7,143625.83,2,0,1,176487.05
7722,684,1,1,18,9,90544.0,1,0,1,4777.23
2175,757,1,0,34,9,101861.36,2,0,0,187011.96
7669,631,2,1,38,7,0.0,2,1,0,181605.85
8810,674,0,0,21,9,120150.39,2,1,1,33964.03
4088,755,1,1,40,2,137430.82,2,0,0,176768.59
3067,806,1,1,31,10,138653.51,1,1,0,190803.37
2561,655,2,1,34,1,116114.93,1,1,1,49492.15
445,748,0,0,26,1,77780.29,1,0,1,183049.41
8243,825,0,1,29,3,148874.01,2,0,1,71192.82
1432,573,2,0,44,4,0.0,1,1,1,94862.93
6785,621,2,1,41,5,104631.67,1,1,1,95551.22
9134,481,0,1,40,3,0.0,1,1,1,32319.93
3137,664,0,1,48,10,0.0,1,1,0,140173.17
3954,729,0,0,34,9,132121.71,1,0,1,105409.31
2135,736,1,1,57,9,95295.39,1,1,0,28434.44
1776,622,0,1,38,5,0.0,2,0,0,105295.77
2401,630,2,1,30,3,0.0,2,0,1,10486.69
5236,701,0,1,29,2,0.0,2,1,0,176943.59
7355,529,2,0,35,5,0.0,2,1,0,56518.0
7741,441,0,1,60,1,140614.15,1,0,1,174381.23
5542,682,0,0,35,2,181166.44,1,1,1,63737.19
1783,533,2,1,38,1,135289.33,2,0,1,152956.33
9502,790,2,1,29,3,46057.96,2,1,1,189777.66
209,671,0,1,45,2,106376.85,1,0,1,158264.62
7931,807,0,1,47,1,95120.59,1,0,0,127875.1
9305,662,0,0,39,5,139562.05,2,1,0,61636.22
1212,610,2,1,42,6,0.0,2,1,0,158302.59
4468,437,0,0,39,0,102721.49,1,0,0,22191.82
8968,717,1,0,33,0,115777.23,1,1,1,81508.1
2025,634,0,1,45,9,0.0,2,0,0,17622.82
8344,520,1,1,43,3,150805.17,3,0,1,25333.03
3773,749,0,0,35,3,0.0,3,1,1,132649.85
4081,721,2,1,33,5,0.0,2,0,1,117626.9
7622,794,0,1,46,6,0.0,2,1,0,195325.74
7744,739,0,0,36,0,0.0,2,0,0,133465.57
211,603,0,1,31,8,0.0,2,1,1,169915.02
